fullId,source,id,category,datasets,wnsynset,wnsynsetkey,otf,up,front,nfaces,nvertices,nmeshes,nmaterials,minPoint,maxPoint,aligned.minPoint,aligned.maxPoint,aligned.dims,index,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
p5d.201,p5d,201,dressing_table,SUNCG,n03238586,dressing_table.n.01,0,,,1874,1836,2,2,"-0.705, 0.0, -0.235","0.705, 1.53011, 0.235265","-70.5, 0.0, -23.5265","70.5, 153.011, 23.5","141.0, 153.011, 47.0265",96,,,,,
p5d.202,p5d,202,dressing_table,SUNCG,n03238586,dressing_table.n.01,0,,,2904,1750,2,2,"-0.45, 0.0, -0.22","0.45, 1.489529, 0.21970901","-45.0, 0.0, -21.970901","45.0, 148.9529, 22.0","90.0, 148.9529, 43.9709",97,,,,,
p5d.203,p5d,203,dressing_table,SUNCG,n03238586,dressing_table.n.01,0,,,7932,4740,3,3,"-0.805, 0.0, -0.230001","0.805, 1.554008, 0.22999999","-80.5, 0.0, -23.0","80.5, 155.4008, 23.0001","161.0, 155.4008, 46.0001",98,,,,,
p5d.204,p5d,204,"bed,double_bed",SUNCG,n03225988,double_bed.n.01,0,,,5114,3144,4,4,"-1.095, 0.0, -1.132834","1.095, 1.022376, 1.063524","-109.5, 0.0, -106.3524","109.5, 102.237595, 113.28339","219.0, 102.237595, 219.63579",99,,,,,
p5d.205,p5d,205,"bed,double_bed",SUNCG,n03225988,double_bed.n.01,0,,,4516,2567,4,4,"-0.9, 0.0, -1.015","0.9, 0.75, 1.015","-90.0, 0.0, -101.5","90.0, 75.0, 101.5","180.0, 75.0, 203.0",100,,,,,
p5d.206,p5d,206,"kitchen_appliance,water_dispenser",SUNCG,n03210683,dispenser.n.01,0,,,4888,3614,4,4,"-0.175, -1.7762184E-5, -0.175426","0.175, 1.40874, 0.18457401","-17.5, -0.0017852783, -18.4574","17.5, 140.87401, 17.5426","35.0, 140.8758, 36.0",101,,,,,
p5d.207,p5d,207,"shelving,wall_shelf",SUNCG,n04190052,shelf.n.01,160,,,432,304,2,2,"-0.775, 0.0, -0.1","0.775, 0.41, 0.1","-77.5, 0.0, -10.0","77.5, 41.0, 10.0","155.0, 41.0, 20.0",102,,,,,
p5d.208,p5d,208,hanger,SUNCG,n03490884,hanger.n.02,158,,,4064,2118,2,2,"-0.387706, -0.0033831522, -0.095991","0.387706, 0.0683831, 0.087025","-38.7706, -0.338315, -8.702501","38.7706, 6.83831, 9.5991","77.5412, 7.176625, 18.301601",103,,,,,
p5d.209,p5d,209,window,SUNCG,n04587648,window.n.01,85,,,1432,1289,2,2,"-0.7, 0.0, -0.075","0.7, 1.4, 0.10000001","-70.0, 0.0, -10.0","70.0, 140.0, 7.5","140.0, 140.0, 17.5",104,,,,153,
p5d.210,p5d,210,window,SUNCG,n04587648,window.n.01,85,,,2128,1903,2,2,"-1.0488, 0.0, -0.075","1.0511999, 1.4, 0.10000001","-105.12, 0.0, -10.0","104.88, 140.0, 7.5","210.0, 140.0, 17.5",105,,,,153,
p5d.211,p5d,211,window,SUNCG,n04587648,window.n.01,85,,,2128,1903,4,4,"-1.0488, 0.0, -0.075","1.0511999, 1.4, 0.10000001","-105.12, 0.0, -10.0","104.88, 140.0, 7.5","210.0, 140.0, 17.5",106,,,,154,
p5d.212,p5d,212,window,SUNCG,n04587648,window.n.01,85,,,1432,1289,4,4,"-0.7, 0.0, -0.075","0.7, 1.4, 0.10000001","-70.0, 0.0, -10.0","70.0, 140.0, 7.5","140.0, 140.0, 17.5",107,,,,154,
p5d.213,p5d,213,window,SUNCG,n04587648,window.n.01,85,,,736,680,4,4,"-0.35, 0.0, -0.075","0.35, 1.4, 0.10000001","-35.0, 0.0, -10.0","35.0, 140.0, 7.5","70.0, 140.0, 17.5",108,,,,154,
p5d.214,p5d,214,door,SUNCG,n03221720,door.n.01,0,,,2396,2040,3,3,"-0.519924, 0.0, -0.739998","0.519924, 2.12, 0.09","-51.992397, 0.0, -9.0","51.992397, 211.99998, 73.9998","103.984795, 211.99998, 82.9998",109,"214,214_0",,,,
p5d.214_0,p5d,214_0,door,SUNCG,n03221720,door.n.01,0,,,2382,2020,3,3,"-0.519924, 0.0, -0.15982","0.519924, 2.12, 0.09","-51.992397, 0.0, -9.0","51.992397, 211.99998, 15.982","103.984795, 211.99998, 24.982",109,"214,214_0",214,,,
p5d.214_2,p5d,214_2,door,SUNCG,n03221720,door.n.01,0,,,140,194,1,1,"-0.519924, 0.0, -0.09000009","0.519924, 2.12, 0.09","-51.992397, 0.0, -9.0","51.992397, 211.99998, 9.000011","103.984795, 211.99998, 18.000011",109,"214,214_0,214_2",214,,,
p5d.215,p5d,215,television,SUNCG,n04405907,television_receiver.n.01,170,,,1373,1519,4,4,"-0.490037, -0.010435104, -0.025000002","0.489962, 0.579565, 0.025074799","-48.9962, -1.0435104, -2.5074801","49.0037, 57.956497, 2.5","97.9999, 59.000008, 5.00748",110,,,,,
p5d.216,p5d,216,television,SUNCG,n04405907,television_receiver.n.01,170,,,1149,1221,3,3,"-0.52840304, -0.007712841, -0.025000002","0.531517, 0.612741, 0.025000002","-53.151703, -0.7712822, -2.5","52.8403, 61.2741, 2.5","105.992004, 62.045383, 5.0",111,,,,,
p5d.217,p5d,217,hanger,SUNCG,n03490884,hanger.n.02,0,,,2510,1373,3,3,"-0.19, 0.0, -0.19","0.19, 1.98358, 0.19","-19.0, 0.0, -19.0","19.0, 198.358, 19.0","38.0, 198.358, 38.0",112,,,,,
p5d.218,p5d,218,"music,stereo_set",SUNCG,n04315948,stereo.n.01,40,,,2386,2519,6,5,"-0.42, -5.9604645E-8, -0.15899998","0.42, 0.4, 0.15899998","-42.0, -3.8146973E-6, -15.9","42.0, 40.0, 15.9","84.0, 40.000004, 31.8",113,,,,,
p5d.219,p5d,219,"kitchen_appliance,dishwasher",SUNCG,n03207941,dishwasher.n.01,0,,,1264,1300,5,5,"-0.225, 0.0, -0.305","0.225, 0.825525, 0.30650002","-22.5, 0.0, -30.650002","22.5, 82.5525, 30.5","45.0, 82.5525, 61.15",114,,,,,
p5d.220,p5d,220,"kitchen_appliance,food_processor",SUNCG,n03378174,food_processor.n.01,75,,,2826,2474,5,5,"-0.155, 0.0, -0.145","0.155, 0.388715, 0.145","-15.5, 0.0, -14.5","15.5, 38.8715, 14.5","31.0, 38.8715, 29.0",115,,,,,
p5d.221,p5d,221,"kitchen_appliance,coffee_machine",SUNCG,n03063338,coffee_maker.n.01,86,,,2578,2244,6,6,"-0.145, 0.0, -0.19","0.145, 0.41571, 0.19","-14.5, 0.0, -19.0","14.5, 41.571, 19.0","29.0, 41.571, 38.0",116,,,,,
p5d.222,p5d,222,"kitchen_appliance,microwave",SUNCG,n03761084,microwave.n.02,78,,,1238,1138,6,6,"-0.245, 0.0, -0.135","0.245, 0.32, 0.135","-24.5, 0.0, -13.500001","24.5, 32.0, 13.500001","49.0, 32.0, 27.000002",117,,,,,
p5d.223,p5d,223,"household_appliance,vacuum_cleaner",SUNCG,n04517823,vacuum.n.04,0,,,5790,4973,6,6,"-0.35, -1.1920929E-7, -0.49","0.35, 0.976392, 0.49","-35.0, -7.6293945E-6, -49.0","35.0, 97.6392, 49.0","70.0, 97.639206, 98.0",118,,,,,
p5d.224,p5d,224,"household_appliance,iron",SUNCG,n03584829,iron.n.04,0,,,2210,1621,3,3,"-0.075, 0.0, -0.13715401","0.075, 0.171739, 0.14284602","-7.5000005, 0.0, -14.284599","7.5000005, 17.1739, 13.715401","15.000001, 17.1739, 28.0",119,,,,,
p5d.225,p5d,225,air_conditioner,SUNCG,n02686379,air_conditioner.n.01,200,,,856,844,5,5,"-0.355003, 0.0, -0.135","0.35500002, 0.200004, 0.175","-35.5, 0.0, -17.5","35.500305, 20.0004, 13.5","71.000305, 20.0004, 31.0",120,,,,,
p5d.226,p5d,226,"fan,pedestal_fan",SUNCG,n03320046,fan.n.01,0,,,4055,3521,6,6,"-0.184999, 0.0, -0.11495501","0.184999, 1.14888, 0.11500001","-18.4999, 0.0, -11.5","18.4999, 114.888, 11.495499","36.9998, 114.888, 22.995499",121,,,,,
p5d.227,p5d,227,air_conditioner,SUNCG,n02686379,air_conditioner.n.01,121,,,1736,1382,8,8,"-0.240001, 0.0, -0.25","0.240001, 0.888618, 0.241903","-24.0001, 0.0, -24.1903","24.0001, 88.8618, 25.0","48.0002, 88.8618, 49.1903",122,,,,,
p5d.228,p5d,228,television,SUNCG,n04405907,television_receiver.n.01,170,,,1365,1440,4,4,"-0.6148579, 0.0029283762, -0.025","0.62516, 0.742432, 0.025","-62.516, 0.29283905, -2.5","61.4858, 74.2432, 2.5","124.0018, 73.95036, 5.0",123,,,,,
p5d.229,p5d,229,"bathroom_stuff,towel_rack",SUNCG,n04459773,towel_rack.n.01,110,,,3676,2538,1,1,"-0.340062, 0.009455144, -0.050425","0.340062, 0.979108, 0.049575","-34.0062, 0.9455185, -4.9575","34.0062, 97.9108, 5.0425","68.0124, 96.96528, 10.0",124,,,,,
p5d.230,p5d,230,heater,SUNCG,n03508101,heater.n.01,0,,,2560,1750,3,3,"-0.5, 2.2536516E-4, -0.069024995","0.5000169, 0.593564, 0.0690255","-50.001694, 0.022541046, -6.9025497","50.0, 59.356396, 6.9025","100.00169, 59.333855, 13.80505",125,,,,,
p5d.232,p5d,232,"kitchen_cabinet,kitchen_sink",SUNCG,n02933112,cabinet.n.01,0,,,4282,2871,4,4,"-0.400007, 0.0, -0.3","0.400007, 0.901373, 0.30000103","-40.0007, 0.0, -30.0001","40.0007, 90.13731, 30.000004","80.0014, 90.13731, 60.000103",126,,,,1,
p5d.233,p5d,233,"stand,nightstand",SUNCG,n03015254,chest_of_drawers.n.01,0,,,1492,1426,1,1,"-0.2, 0.0, -0.212222","0.2, 0.590293, 0.207552","-20.0, 0.0, -20.7552","20.0, 59.0293, 21.222202","40.0, 59.0293, 41.9774",127,,,,,
p5d.235,p5d,235,rug,SUNCG,n04118021,rug.n.01,0,,,212,154,1,1,"-0.5, 0.0023070006, -0.25","0.5, 0.015575, 0.25","-50.0, 0.23070002, -25.0","50.0, 1.5575, 25.0","100.0, 1.3268, 50.0",128,,,,,
p5d.236,p5d,236,picture_frame,SUNCG,n03931765,picture_frame.n.01,140,,,164,168,2,2,"-0.394956, 4.3809414E-5, -0.0148935","0.394956, 0.787513, 0.0148934","-39.495598, 0.004386902, -1.48934","39.495598, 78.751305, 1.48935","78.991196, 78.74692, 2.97869",129,,,,,
p5d.237,p5d,237,plant,SUNCG,n00017222,plant.n.02,0,,,1616,1043,2,2,"-0.328829, 0.0, -0.40723","0.49655503, 1.42909, 0.432018","-49.6555, 0.0, -43.201805","32.8829, 142.909, 40.723","82.5384, 142.909, 83.924805",130,,,,,
p5d.238,p5d,238,rug,SUNCG,n04118021,rug.n.01,0,,,108,76,1,1,"-1.25, 0.0, -0.75","1.25, 0.02, 0.75","-125.0, 0.0, -75.0","125.0, 2.0, 75.0","250.0, 2.0, 150.0",131,,,,,
p5d.239,p5d,239,mirror,SUNCG,n03773035,mirror.n.01,0,,,904,590,4,4,"-0.3, 4.386902E-5, -0.07488799","0.3, 1.79815, 0.0748156","-30.000002, 0.0043792725, -7.4815598","30.000002, 179.81499, 7.4888","60.000004, 179.81061, 14.97036",132,,,,,
p5d.240,p5d,240,"indoor_lamp,floor_lamp",SUNCG,n03367059,floor_lamp.n.01,0,,,2328,1767,3,3,"-0.189849, 0.0, -0.596036","0.189849, 1.80777, 0.755799","-18.9849, 0.0, -75.579895","18.9849, 180.77701, 59.603607","37.9698, 180.77701, 135.1835",133,,,,,
p5d.241,p5d,241,"kitchen_appliance,range_hood",SUNCG,n04053677,range_hood.n.01,138,,,1252,1548,3,3,"-0.3, 0.00593853, -0.257218","0.3, 0.8351, 0.252782","-30.000002, 0.5938492, -25.278198","30.000002, 83.51, 25.721802","60.000004, 82.91615, 51.0",134,,,,3,
p5d.242,p5d,242,fireplace,SUNCG,n03346455,fireplace.n.01,0,,,2680,1782,3,3,"-1.09, 2.1457672E-6, -0.33","1.09, 2.62793, 0.33","-109.0, 2.1362305E-4, -33.0","109.0, 262.793, 33.0","218.0, 262.7928, 66.0",135,,,,,
p5d.243,p5d,243,"kitchenware,bottle,drink",SUNCG,n02876657,bottle.n.01,70,,,616,702,1,1,"-0.03, 3.5858154E-4, -0.03","0.03, 0.295193, 0.03","-3.0, 0.035858154, -3.0","3.0, 29.519299, 3.0","6.0, 29.48344, 6.0",136,,,,,
p5d.244,p5d,244,"kitchenware,glass",SUNCG,n03438257,glass.n.02,70,,,830,433,1,1,"-0.0395001, 0.0015856177, -0.0384332","0.0395, 0.200799, 0.0384332","-3.9500003, 0.1585617, -3.8433201","3.9500098, 20.0799, 3.8433201","7.90001, 19.921339, 7.6866403",137,,,,,
p5d.245,p5d,245,"kitchenware,cutting_board,food",SUNCG,n03025513,chopping_board.n.01,87,,,1392,1181,5,5,"-0.224248, 0.0, -0.124741","0.224248, 0.140822, 0.124741","-22.4248, -9.536743E-7, -12.4741","22.4248, 14.082199, 12.4741","44.8496, 14.0822, 24.9482",138,,,,,
p5d.246,p5d,246,door,SUNCG,n03221720,door.n.01,0,,,1206,1010,2,2,"-0.399459, 0.0, -0.55","0.400541, 2.253, 0.059999883","-40.0541, 0.0, -5.9999886","39.9459, 225.3, 55.0","80.0, 225.3, 60.99999",139,"246,246_0",,,,
p5d.246_0,p5d,246_0,door,SUNCG,n03221720,door.n.01,0,,,1206,1010,2,2,"-0.399459, 0.0, -0.0510001","0.400541, 2.253, 0.0599999","-40.0541, 0.0, -5.9999905","39.9459, 225.3, 5.10001","80.0, 225.3, 11.1",139,"246,246_0",246,,,
p5d.246_2,p5d,246_2,door,SUNCG,n03221720,door.n.01,0,,,180,200,1,1,"-0.399459, 0.0, -0.0510001","0.400541, 2.253, 0.0599999","-40.0541, 0.0, -5.9999905","39.9459, 225.3, 5.10001","80.0, 225.3, 11.1",139,"246,246_0,246_2",246,,,
p5d.247,p5d,247,door,SUNCG,n03221720,door.n.01,0,,,1206,1010,4,4,"-0.399459, 0.0, -0.55","0.400541, 2.253, 0.059999898","-40.0541, 0.0, -5.9999924","39.9459, 225.3, 55.0","80.0, 225.3, 60.999992",140,"247,247_0",,,,
p5d.247_0,p5d,247_0,door,SUNCG,n03221720,door.n.01,0,,,1206,1010,4,4,"-0.399459, 0.0, -0.0510001","0.400541, 2.253, 0.06","-40.0541, 0.0, -6.0","39.9459, 225.3, 5.10001","80.0, 225.3, 11.10001",140,"247,247_0",247,,,
p5d.247_2,p5d,247_2,door,SUNCG,n03221720,door.n.01,0,,,174,188,2,2,"-0.399459, 0.049999952, -0.0510001","0.400541, 2.253, 0.0599999","-40.0541, 4.9999847, -5.9999905","39.9459, 225.3, 5.10001","80.0, 220.30002, 11.1",140,"247,247_0,247_2",247,,,
p5d.248,p5d,248,shelving,SUNCG,n04190052,shelf.n.01,0,,,4240,3264,4,4,"-0.715044, -1.2397766E-5, -0.25","0.9349561, 1.99935, 0.25","-93.4956, -0.0012359619, -25.0","71.5044, 199.935, 25.0","165.0, 199.93623, 50.0",141,,,,1,
p5d.249,p5d,249,"chair,straight_chair",SUNCG,n04331277,straight_chair.n.01,0,,,1622,993,2,2,"-0.267065, 0.0, -0.286687","0.267065, 1.13048, 0.291463","-26.7065, -7.6293945E-6, -29.1463","26.7065, 113.048004, 28.6687","53.413, 113.04801, 57.815",142,,,,,
p5d.250,p5d,250,hanging_kitchen_cabinet,SUNCG,n02933112,cabinet.n.01,139,,,2030,1748,2,2,"-0.400006, 0.004451871, -0.22940502","0.400006, 0.691946, 0.229121","-40.0006, 0.44519043, -22.912102","40.0006, 69.1946, 22.940498","80.0012, 68.74941, 45.8526",143,,,,1,
p5d.251,p5d,251,hanging_kitchen_cabinet,SUNCG,n02933112,cabinet.n.01,139,,,3728,3144,2,2,"-0.633977, 0.004451871, -0.620263","0.618102, 0.691946, 0.62523496","-61.8102, 0.4451828, -62.523506","63.3977, 69.1946, 62.0263","125.2079, 68.74942, 124.549805",144,,,1,1,
p5d.252,p5d,252,"table,dining_table",SUNCG,n03201208,dining_table.n.01,0,,,1572,1810,1,1,"-0.780945, 0.0, -0.418242","0.780945, 0.75, 0.418241","-78.0945, 0.0, -41.8241","78.0945, 75.0, 41.8242","156.189, 75.0, 83.6483",145,,,,,
p5d.253,p5d,253,stairs,SUNCG,n04314914,step.n.04,0,,,4144,3396,1,1,"-0.89390695, 0.0, -1.40331","0.906093, 3.29833, 1.39894","-90.6093, 0.0, -139.89398","89.3907, 329.833, 140.331","180.0, 329.833, 280.22498",146,,,,,
p5d.254,p5d,254,stairs,SUNCG,n04314914,step.n.04,0,,,4496,3841,2,2,"-0.84, -0.004999876, -0.84","0.84, 3.61213, 0.84","-84.0, -0.5, -84.0","84.0, 361.21298, 84.0","168.0, 361.71298, 168.0",147,,,,,
p5d.255,p5d,255,"chair,straight_chair",SUNCG,n04331277,straight_chair.n.01,0,,,2070,1776,2,2,"-0.225, 0.0, -0.254437","0.225, 1.12979, 0.195102","-22.5, 0.0, -19.5102","22.5, 112.979, 25.443703","45.0, 112.979, 44.953903",148,,,,,
p5d.256,p5d,256,"indoor_lamp,table_lamp",SUNCG,n04380533,table_lamp.n.01,75,,,2740,3002,4,4,"-0.0781226, 8.889735E-4, -0.12622198","0.0781226, 0.479667, 0.141826","-7.81226, 0.088897705, -14.1826","7.81226, 47.9667, 12.6222","15.62452, 47.877804, 26.8048",149,,,,,
p5d.257,p5d,257,picture_frame,SUNCG,n03931765,picture_frame.n.01,75,,,756,516,4,4,"-0.075, 9.985268E-5, -0.0602989","0.075, 0.121287, 0.024154399","-7.5000005, 0.00998497, -2.4154398","7.5000005, 12.1287, 6.02989","15.000001, 12.118715, 8.44533",150,,,,,
p5d.258,p5d,258,vase,SUNCG,n04522168,vase.n.01,76,,,4176,2252,3,3,"-0.109402, 0.0, -0.109402","0.109402, 0.549866, 0.109402","-10.9402, 0.0, -10.9402","10.9402, 54.986603, 10.9402","21.8804, 54.986603, 21.8804",151,,,,,
p5d.259,p5d,259,sofa,SUNCG,n04256520,sofa.n.01,0,,,22054,12397,2,2,"-0.966593, 0.0, -0.49998397","0.966593, 0.795878, 0.509069","-96.6593, 0.0, -50.906906","96.6593, 79.5878, 49.998398","193.3186, 79.5878, 100.905304",152,,,,101,
p5d.260,p5d,260,sofa,SUNCG,n04256520,sofa.n.01,0,,,5958,3402,2,2,"-1.05, 9.381771E-5, -0.535","1.05, 0.743228, 0.535","-104.99999, 0.009384155, -53.500004","104.99999, 74.3228, 53.500004","209.99998, 74.313416, 107.00001",153,,,,102,
p5d.261,p5d,261,"chair,armchair,sofa_chair",SUNCG,n03262932,easy_chair.n.01,0,,,16124,9114,2,2,"-0.655, 0.0, -0.49998397","0.655, 0.795878, 0.509069","-65.5, 0.0, -50.906906","65.5, 79.5878, 49.998398","131.0, 79.5878, 100.905304",154,,,,101,
p5d.262,p5d,262,"chair,armchair,sofa_chair",SUNCG,n03262932,easy_chair.n.01,0,,,3552,2037,3,3,"-0.53, 9.381771E-5, -0.545","0.53, 0.743228, 0.545034","-52.999996, 0.009384155, -54.503403","52.999996, 74.3228, 54.5","105.99999, 74.313416, 109.0034",155,,,,102,
p5d.263,p5d,263,"household_appliance,ironing_board",SUNCG,n03586090,ironing_board.n.01,0,,,1716,1048,2,2,"-0.79354095, 1.090765E-4, -0.22","0.77611804, 0.81339, 0.22","-77.6118, 0.010910034, -22.0","79.35411, 81.339005, 22.0","156.96591, 81.328094, 44.0",156,,,,,
p5d.264,p5d,264,"kitchen_appliance,range_oven",SUNCG,n04330340,stove.n.01,0,,,3336,2836,4,3,"-0.345, 0.0, -0.269991","0.345, 0.856546, 0.319308","-34.5, 0.0, -31.930801","34.5, 85.6546, 26.9991","69.0, 85.6546, 58.9299",157,,,,,
p5d.265,p5d,265,"kitchenware,beer,drink",SUNCG,n07886849,beer.n.01,0,,,2622,1519,3,3,"-0.149382, 7.160008E-4, -0.10939","0.149382, 0.348446, 0.10939","-14.9382, 0.07160187, -10.939","14.9382, 34.8446, 10.939","29.8764, 34.773, 21.878",158,,,,,
p5d.266,p5d,266,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1214,956,3,3,"-0.4, 2.3841858E-7, -0.27500004","0.4, 2.1, 0.275716","-40.0, 1.5258789E-5, -27.571602","40.0, 209.99998, 27.5","80.0, 209.99997, 55.0716",159,,,,50,
p5d.267,p5d,267,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1504,1156,3,3,"-0.215, 2.3841858E-7, -0.27500004","0.215, 2.1, 0.275716","-21.5, 1.5258789E-5, -27.571602","21.5, 209.99998, 27.5","43.0, 209.99997, 55.0716",160,,,,50,
p5d.268,p5d,268,shelving,SUNCG,n04190052,shelf.n.01,0,,,1534,1600,1,1,"-0.27557296, 0.0, -0.275001","0.274427, 2.10016, 0.27500004","-27.4427, 0.0, -27.5","27.5573, 210.01599, 27.5001","55.0, 210.01599, 55.0001",161,,,1,50,
p5d.269,p5d,269,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1060,906,3,3,"-0.41, 0.0, -0.41","0.41, 2.1, 0.41","-41.0, 0.0, -41.0","41.0, 209.99998, 41.0","82.0, 209.99998, 82.0",162,,,1,50,
p5d.270,p5d,270,"bed,bunker_bed",SUNCG,n02818832,bed.n.01,0,,,4802,3866,4,4,"-0.95, 0.0, -0.56999993","0.95, 1.82609, 0.530972","-95.0, 0.0, -53.0972","95.0, 182.609, 57.0","190.0, 182.609, 110.0972",163,,,,51,
p5d.271,p5d,271,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,3426,2589,3,3,"-0.65, 0.0, -0.26","0.65, 1.8, 0.25959897","-65.0, 0.0, -25.9599","65.0, 180.0, 26.0","130.0, 180.0, 51.9599",164,,,,51,
p5d.272,p5d,272,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1312,1118,3,3,"-0.44, 0.0, -0.26","0.44, 1.8, 0.25959897","-44.0, 0.0, -25.9599","44.0, 180.0, 26.0","88.0, 180.0, 51.9599",165,,,,51,
p5d.273,p5d,273,desk,SUNCG,n03179701,desk.n.01,0,,,1844,1466,3,3,"-0.45, 0.0, -0.4","0.45, 0.669973, 0.4","-45.0, 0.0, -40.0","45.0, 66.9973, 40.0","90.0, 66.9973, 80.0",166,,,,51,
p5d.274,p5d,274,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,106,,,1828,1450,3,3,"-0.45, 2.3841858E-7, -0.185","0.45, 0.74, 0.184354","-45.0, 2.2888184E-5, -18.435402","45.0, 74.0, 18.5","90.0, 73.99998, 36.935402",167,,,,51,
p5d.275,p5d,275,curtain,SUNCG,n03151077,curtain.n.01,41,,,3276,2285,2,2,"-1.22487, 0.005464554, -0.0638741","1.22487, 2.10239, 0.0650055","-122.487, 0.546463, -6.5005503","122.487, 210.239, 6.38741","244.974, 209.69254, 12.88796",168,,,,,
p5d.276,p5d,276,"curtain,blinds",SUNCG,n03151077,curtain.n.01,41,,,612,690,2,2,"-1.18299, 5.786419E-4, -0.0967436","1.18299, 2.08868, 0.0998435","-118.298996, 0.05784607, -9.98435","118.298996, 208.868, 9.67436","236.59799, 208.81015, 19.65871",169,,,,,
p5d.277,p5d,277,"chair,straight_chair",SUNCG,n04331277,straight_chair.n.01,0,,,2680,1870,2,2,"-0.2305, -7.1287155E-5, -0.24534799","0.2305, 0.828909, 0.267905","-23.05, -0.0071258545, -26.7905","23.05, 82.8909, 24.534801","46.1, 82.898026, 51.325302",170,,,,,
p5d.278,p5d,278,"music,loudspeaker",SUNCG,n03691459,loudspeaker.n.01,0,,,1848,1336,4,4,"-0.183426, 0.0, -0.183426","0.183426, 0.969871, 0.183426","-18.3426, 0.0, -18.3426","18.3426, 96.9871, 18.3426","36.6852, 96.9871, 36.6852",171,,,,,
p5d.279,p5d,279,switch,SUNCG,n04372370,switch.n.01,83,,,320,326,1,1,"-0.035, 6.0750544E-4, -0.025","0.035, 0.0706075, 0.025","-3.5, 0.060750484, -2.5","3.5, 7.06075, 2.5","7.0, 6.9999995, 5.0",172,,,,,
p5d.280,p5d,280,switch,SUNCG,n04372370,switch.n.01,70,,,248,292,4,4,"-0.035, 6.0750544E-4, -0.024999999","0.035, 0.0706075, 0.0249976","-3.5, 0.060750484, -2.4997597","3.5, 7.06075, 2.5","7.0, 6.9999995, 4.9997597",173,,,,,
p5d.281,p5d,281,"kitchen_cabinet,short_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,906,842,3,3,"-0.3, 1.3113022E-6, -0.33000004","0.3, 0.78, 0.33000004","-30.000002, 1.296997E-4, -33.0","30.000002, 78.0, 33.0","60.000004, 77.99987, 66.0",174,,,,2,
p5d.282,p5d,282,"kitchen_cabinet,short_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1150,1062,3,3,"-0.3, 1.3113022E-6, -0.33000004","0.3, 0.78, 0.33000004","-30.000002, 1.296997E-4, -33.0","30.000002, 78.0, 33.0","60.000004, 77.99987, 66.0",175,,,,2,
p5d.283,p5d,283,"kitchen_cabinet,range_oven",SUNCG,n04330340,stove.n.01,0,,,2826,2772,7,7,"-0.45, 1.3113022E-6, -0.33000004","0.45, 0.78, 0.33000004","-45.0, 1.296997E-4, -33.0","45.0, 78.0, 33.0","90.0, 77.99987, 66.0",176,,,,2,
p5d.284,p5d,284,"kitchen_cabinet,short_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1613,1617,3,3,"-0.629995, 1.3113022E-6, -0.629997","0.63017905, 0.78, 0.629696","-63.0179, 1.296997E-4, -62.969597","62.999496, 78.0, 62.999702","126.017395, 77.99987, 125.9693",177,,,1,2,
p5d.285,p5d,285,"kitchen_cabinet,kitchen_sink",SUNCG,n02933112,cabinet.n.01,0,,,5610,5803,4,4,"-0.600001, 1.3113022E-6, -0.33000004","0.59999907, 1.03839, 0.33000004","-59.9999, 1.296997E-4, -33.0","60.0001, 103.839005, 33.0","120.0, 103.838875, 66.0",178,,,,2,
p5d.286,p5d,286,hanging_kitchen_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1348,1216,3,3,"-0.3, 0.0, -0.215","0.3, 0.770002, 0.21898898","-30.000002, 0.0, -21.8989","30.000002, 77.0002, 21.5","60.000004, 77.0002, 43.3989",179,,,,2,
p5d.287,p5d,287,hanging_kitchen_cabinet,SUNCG,n02933112,cabinet.n.01,120,,,1240,1120,3,3,"-0.3, 0.0, -0.215","0.3, 0.770002, 0.21898898","-30.000002, 0.0, -21.8989","30.000002, 77.0002, 21.5","60.000004, 77.0002, 43.3989",180,,,,2,
p5d.288,p5d,288,"kitchen_cabinet,tall_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1138,1044,2,2,"-0.3, 0.0, -0.32","0.3, 1.97, 0.32398897","-30.000002, 0.0, -32.398895","30.000002, 197.0, 31.999998","60.000004, 197.0, 64.398895",181,,,,2,
p5d.289,p5d,289,"kitchen_cabinet,tall_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1148,1086,3,3,"-0.3, 0.0, -0.32","0.3, 1.97, 0.323084","-30.000002, 0.0, -32.308395","30.000002, 197.0, 31.999998","60.000004, 197.0, 64.308395",182,,,,2,
p5d.290,p5d,290,"kitchen_cabinet,short_kitchen_cabinet",SUNCG,n02933112,cabinet.n.01,0,,,1335,1202,3,3,"-0.22, 1.3113022E-6, -0.33000004","0.220009, 0.78, 0.33000004","-22.0009, 1.296997E-4, -33.0","22.0, 78.0, 33.0","44.0009, 77.99987, 66.0",183,,,,2,
